id,Community,Degree
https://openalex.org/A5100450385,164,8
https://openalex.org/A5113926398,164,8
https://openalex.org/A5067052242,60,8
https://openalex.org/A5073064782,92,8
https://openalex.org/A5100659487,92,8
https://openalex.org/A5108050255,92,8
https://openalex.org/A5109997206,92,8
https://openalex.org/A5033356930,90,8
https://openalex.org/A5024721944,36,8
https://openalex.org/A5018917055,6,8
https://openalex.org/A5033711683,14,8
https://openalex.org/A5063577090,14,8
https://openalex.org/A5076708603,14,8
https://openalex.org/A5078466922,14,8
https://openalex.org/A5043883509,14,8
https://openalex.org/A5054965256,14,8
https://openalex.org/A5075198720,14,8
https://openalex.org/A5110342060,14,8
https://openalex.org/A5048181040,0,8
https://openalex.org/A5073010916,60,8
https://openalex.org/A5079795046,60,8
https://openalex.org/A5109040299,23,8
https://openalex.org/A5109849279,23,8
https://openalex.org/A5087990460,2,8
https://openalex.org/A5108642382,5,8
https://openalex.org/A5105686881,6,8
https://openalex.org/A5000670566,6,8
https://openalex.org/A5025554427,6,8
https://openalex.org/A5061516919,6,8
https://openalex.org/A5067009444,6,8
https://openalex.org/A5079222145,6,8
https://openalex.org/A5080950730,6,8
https://openalex.org/A5101591609,50,8
https://openalex.org/A5006139540,6,8
https://openalex.org/A5055173818,164,8
https://openalex.org/A5087618277,60,8
https://openalex.org/A5101881419,60,8
https://openalex.org/A5101902448,60,8
https://openalex.org/A5074405792,164,8
https://openalex.org/A5037522051,60,8
https://openalex.org/A5023952166,60,8
https://openalex.org/A5064470161,7,8
https://openalex.org/A5091589022,131,8
https://openalex.org/A5101825420,131,8
https://openalex.org/A5101832601,131,8
https://openalex.org/A5054943921,60,8
https://openalex.org/A5008584000,0,8
https://openalex.org/A5103643705,12,8
https://openalex.org/A5009429601,60,8
https://openalex.org/A5055402246,23,8
https://openalex.org/A5089071760,23,8
https://openalex.org/A5051492549,60,8
https://openalex.org/A5052526165,60,8
https://openalex.org/A5101800968,23,8
https://openalex.org/A5022288501,60,8
https://openalex.org/A5027104038,60,8
https://openalex.org/A5070940290,60,8
https://openalex.org/A5026665354,50,8
https://openalex.org/A5014783533,42,8
https://openalex.org/A5024708104,42,8
https://openalex.org/A5033222389,42,8
https://openalex.org/A5045350528,42,8
https://openalex.org/A5056445211,42,8
https://openalex.org/A5065976139,42,8
https://openalex.org/A5100377427,42,8
https://openalex.org/A5100394038,42,8
https://openalex.org/A5027944715,50,8
https://openalex.org/A5089010462,50,8
https://openalex.org/A5080592530,2,8
https://openalex.org/A5001266279,23,8
https://openalex.org/A5041236614,37,8
https://openalex.org/A5050351202,37,8
https://openalex.org/A5013482899,132,8
https://openalex.org/A5032616673,23,8
https://openalex.org/A5073313395,21,8
https://openalex.org/A5002424722,12,8
https://openalex.org/A5089357596,93,8
https://openalex.org/A5111311147,93,8
https://openalex.org/A5066677849,41,8
https://openalex.org/A5101888897,41,8
https://openalex.org/A5087507007,45,8
https://openalex.org/A5111868000,93,8
https://openalex.org/A5109858422,166,8
https://openalex.org/A5056591092,6,8
https://openalex.org/A5073642716,0,8
https://openalex.org/A5082238589,0,8
https://openalex.org/A5058277099,7,8
https://openalex.org/A5032517198,91,8
https://openalex.org/A5051925186,91,8
https://openalex.org/A5065550137,91,8
https://openalex.org/A5023863850,55,8
https://openalex.org/A5108780861,60,8
https://openalex.org/A5047963275,0,8
https://openalex.org/A5046682881,55,8
https://openalex.org/A5110322079,41,8
https://openalex.org/A5049345399,0,8
https://openalex.org/A5050396898,55,8
https://openalex.org/A5029325456,23,8
https://openalex.org/A5049114543,23,8
https://openalex.org/A5050565708,23,8
https://openalex.org/A5057888397,55,8
https://openalex.org/A5067234032,55,8
https://openalex.org/A5100420489,29,8
https://openalex.org/A5052592857,93,8
https://openalex.org/A5071360446,5,8
https://openalex.org/A5075165775,5,8
https://openalex.org/A5102343445,166,8
https://openalex.org/A5023474698,6,8
https://openalex.org/A5034734912,6,8
https://openalex.org/A5039374279,6,8
https://openalex.org/A5088122064,6,8
https://openalex.org/A5100987496,6,8
https://openalex.org/A5078104866,90,8
https://openalex.org/A5089750423,5,8
https://openalex.org/A5060380672,23,8
https://openalex.org/A5076400884,23,8
https://openalex.org/A5087255499,23,8
https://openalex.org/A5087868039,23,8
https://openalex.org/A5089367064,23,8
https://openalex.org/A5109087051,23,8
https://openalex.org/A5069518874,134,8
https://openalex.org/A5111695811,134,8
https://openalex.org/A5066104808,55,8
https://openalex.org/A5080034500,55,8
https://openalex.org/A5101404114,55,8
https://openalex.org/A5102932040,55,8
https://openalex.org/A5003980225,0,8
https://openalex.org/A5030160648,0,8
https://openalex.org/A5043559110,0,8
https://openalex.org/A5066588503,164,8
https://openalex.org/A5010003236,81,8
https://openalex.org/A5034538448,81,8
https://openalex.org/A5089308976,1,8
https://openalex.org/A5003949731,131,8
https://openalex.org/A5080242549,81,8
https://openalex.org/A5084949295,81,8
https://openalex.org/A5086614084,81,8
https://openalex.org/A5061580646,131,8
https://openalex.org/A5028715328,60,8
https://openalex.org/A5005930688,90,8
https://openalex.org/A5111385024,60,8
https://openalex.org/A5041638381,7,8
https://openalex.org/A5013159268,90,8
https://openalex.org/A5003461314,1,8
https://openalex.org/A5061900944,1,8
https://openalex.org/A5048845556,90,8
https://openalex.org/A5112200117,6,8
https://openalex.org/A5063920300,90,8
https://openalex.org/A5066214330,90,8
https://openalex.org/A5091000692,23,8
https://openalex.org/A5066626261,90,8
https://openalex.org/A5110591924,23,8
https://openalex.org/A5111677122,23,8
https://openalex.org/A5078051273,90,8
https://openalex.org/A5016487212,23,8
https://openalex.org/A5018579331,23,8
https://openalex.org/A5045937794,60,8
https://openalex.org/A5037171030,41,8
https://openalex.org/A5022739169,60,8
https://openalex.org/A5024777470,23,8
https://openalex.org/A5051820299,60,8
https://openalex.org/A5045104926,23,8
https://openalex.org/A5045937402,23,8
https://openalex.org/A5050451872,50,8
https://openalex.org/A5056404427,50,8
https://openalex.org/A5055055641,1,8
https://openalex.org/A5086979832,1,8
https://openalex.org/A5018823216,6,8
https://openalex.org/A5031614715,6,8
https://openalex.org/A5043496460,6,8
https://openalex.org/A5062186445,6,8
https://openalex.org/A5108633014,6,8
https://openalex.org/A5110825534,6,8
https://openalex.org/A5111740663,6,8
https://openalex.org/A5105412364,23,8
https://openalex.org/A5026498093,93,8
https://openalex.org/A5019667154,77,8
https://openalex.org/A5056932796,77,8
https://openalex.org/A5053236615,55,8
https://openalex.org/A5071759857,106,8
https://openalex.org/A5045133781,93,8
https://openalex.org/A5027710262,164,8
https://openalex.org/A5113440342,164,8
https://openalex.org/A5101410248,29,8
https://openalex.org/A5101731332,164,8
https://openalex.org/A5086062766,90,8
https://openalex.org/A5002746721,55,8
https://openalex.org/A5087273433,95,8
https://openalex.org/A5014904625,55,8
https://openalex.org/A5021012616,55,8
https://openalex.org/A5007668875,21,8
https://openalex.org/A5064437896,30,8
https://openalex.org/A5011935331,9,8
https://openalex.org/A5018823370,9,8
https://openalex.org/A5027346001,9,8
https://openalex.org/A5071603951,9,8
https://openalex.org/A5022543883,21,8
https://openalex.org/A5101619886,105,8
https://openalex.org/A5041070470,21,8
https://openalex.org/A5085998639,105,8
https://openalex.org/A5100353034,105,8
https://openalex.org/A5034990163,119,8
https://openalex.org/A5042193755,119,8
https://openalex.org/A5065218145,37,8
https://openalex.org/A5114406750,7,8
https://openalex.org/A5000785785,50,8
https://openalex.org/A5058010593,0,8
https://openalex.org/A5010092449,50,8
https://openalex.org/A5033629153,60,8
https://openalex.org/A5022761385,119,8
https://openalex.org/A5027824085,14,8
https://openalex.org/A5077509916,14,8
https://openalex.org/A5001744143,23,8
https://openalex.org/A5020538654,23,8
https://openalex.org/A5038102223,23,8
https://openalex.org/A5081486650,23,8
https://openalex.org/A5110466900,23,8
https://openalex.org/A5113586748,23,8
https://openalex.org/A5114136734,23,8
https://openalex.org/A5101818908,105,8
https://openalex.org/A5028370323,104,8
https://openalex.org/A5046294898,104,8
https://openalex.org/A5101970170,14,8
https://openalex.org/A5048167453,7,8
https://openalex.org/A5048759955,7,8
https://openalex.org/A5059599749,7,8
https://openalex.org/A5082088330,7,8
https://openalex.org/A5110160484,7,8
https://openalex.org/A5101721582,164,8
https://openalex.org/A5052729337,50,8
https://openalex.org/A5058775754,104,8
https://openalex.org/A5066132055,104,8
https://openalex.org/A5089275852,104,8
https://openalex.org/A5070980028,92,8
https://openalex.org/A5061829152,60,8
https://openalex.org/A5050167174,21,8
https://openalex.org/A5052225248,21,8
https://openalex.org/A5060019867,21,8
https://openalex.org/A5089146807,38,8
https://openalex.org/A5007729917,12,8
https://openalex.org/A5010168825,60,8
https://openalex.org/A5030693711,60,8
https://openalex.org/A5035207441,60,8
https://openalex.org/A5015575554,12,8
https://openalex.org/A5111011270,60,8
https://openalex.org/A5045498023,12,8
https://openalex.org/A5078893804,12,8
https://openalex.org/A5013755311,23,8
https://openalex.org/A5067879371,60,8
https://openalex.org/A5080370996,60,8
https://openalex.org/A5083886220,60,8
https://openalex.org/A5029818863,23,8
https://openalex.org/A5062628353,23,8
https://openalex.org/A5073392111,23,8
https://openalex.org/A5009228618,42,8
https://openalex.org/A5100374394,42,8
https://openalex.org/A5003496773,60,8
https://openalex.org/A5038544366,56,8
https://openalex.org/A5084605640,60,8
https://openalex.org/A5012050092,50,8
https://openalex.org/A5041356813,60,8
https://openalex.org/A5062267065,60,8
https://openalex.org/A5079779277,60,8
https://openalex.org/A5082865739,60,8
https://openalex.org/A5083532039,60,8
https://openalex.org/A5109933207,60,8
https://openalex.org/A5013162603,60,8
https://openalex.org/A5015773823,60,8
https://openalex.org/A5056202927,60,8
https://openalex.org/A5065395683,130,8
https://openalex.org/A5055559494,50,8
https://openalex.org/A5056158205,50,8
https://openalex.org/A5100372049,50,8
https://openalex.org/A5080414146,38,8
https://openalex.org/A5100348747,29,8
https://openalex.org/A5013806355,23,8
https://openalex.org/A5054700491,25,8
https://openalex.org/A5012268182,29,8
https://openalex.org/A5031008982,32,8
https://openalex.org/A5010650332,56,8
https://openalex.org/A5029629862,56,8
https://openalex.org/A5030774149,56,8
https://openalex.org/A5077449648,1,8
https://openalex.org/A5080435699,1,8
https://openalex.org/A5020643571,45,8
https://openalex.org/A5035888961,45,8
https://openalex.org/A5054558567,45,8
https://openalex.org/A5042417097,32,8
https://openalex.org/A5108461842,45,8
https://openalex.org/A5109724092,45,8
https://openalex.org/A5007895805,102,8
https://openalex.org/A5051245888,32,8
https://openalex.org/A5109251220,104,8
https://openalex.org/A5027303570,50,8
https://openalex.org/A5030917506,50,8
https://openalex.org/A5042835212,55,8
https://openalex.org/A5100353955,97,8
https://openalex.org/A5100390139,97,8
https://openalex.org/A5101562258,97,8
https://openalex.org/A5115601809,97,8
https://openalex.org/A5024476138,7,8
https://openalex.org/A5030556471,7,8
https://openalex.org/A5043730003,7,8
https://openalex.org/A5072089469,55,8
https://openalex.org/A5031162466,1,8
https://openalex.org/A5056160729,1,8
https://openalex.org/A5057340594,1,8
https://openalex.org/A5057388317,1,8
https://openalex.org/A5064102252,1,8
https://openalex.org/A5082219669,1,8
https://openalex.org/A5047322838,42,8
https://openalex.org/A5069377025,42,8
https://openalex.org/A5101534085,42,8
https://openalex.org/A5112042867,42,8
https://openalex.org/A5014256176,1,8
https://openalex.org/A5035620868,1,8
https://openalex.org/A5039319862,1,8
https://openalex.org/A5072374047,1,8
https://openalex.org/A5014827940,71,8
https://openalex.org/A5018879693,71,8
https://openalex.org/A5034659823,71,8
https://openalex.org/A5044800354,71,8
https://openalex.org/A5044903760,71,8
https://openalex.org/A5076500371,55,8
https://openalex.org/A5088181510,5,8
https://openalex.org/A5084401551,71,8
https://openalex.org/A5103362460,71,8
https://openalex.org/A5112972537,45,8
https://openalex.org/A5002392135,1,8
https://openalex.org/A5017189389,1,8
https://openalex.org/A5019594811,102,8
https://openalex.org/A5027810443,102,8
https://openalex.org/A5063654146,102,8
https://openalex.org/A5066864067,48,8
https://openalex.org/A5081937430,41,8
https://openalex.org/A5090171418,41,8
https://openalex.org/A5109049724,41,8
https://openalex.org/A5003389167,37,8
https://openalex.org/A5003687317,37,8
https://openalex.org/A5018585896,37,8
https://openalex.org/A5074538065,37,8
https://openalex.org/A5081885499,37,8
https://openalex.org/A5083637168,37,8
https://openalex.org/A5103433299,13,8
https://openalex.org/A5031814575,23,8
https://openalex.org/A5042852895,45,8
https://openalex.org/A5045107148,45,8
https://openalex.org/A5085610544,45,8
https://openalex.org/A5100426999,45,8
https://openalex.org/A5102316025,45,8
https://openalex.org/A5009108675,0,8
https://openalex.org/A5011588754,0,8
https://openalex.org/A5036446667,164,8
https://openalex.org/A5100753903,164,8
https://openalex.org/A5028995928,50,8
https://openalex.org/A5055962979,50,8
https://openalex.org/A5010098567,14,8
https://openalex.org/A5113974092,6,8
https://openalex.org/A5001790442,6,8
https://openalex.org/A5016523429,6,8
https://openalex.org/A5054103680,6,8
https://openalex.org/A5056164542,6,8
https://openalex.org/A5090079997,6,8
https://openalex.org/A5100828216,6,8
https://openalex.org/A5109140461,6,8
https://openalex.org/A5112819685,6,8
https://openalex.org/A5100782525,164,8
https://openalex.org/A5091768984,1,8
https://openalex.org/A5009261446,50,8
https://openalex.org/A5021074473,50,8
https://openalex.org/A5031965373,50,8
https://openalex.org/A5057872711,164,8
https://openalex.org/A5059713313,164,8
https://openalex.org/A5100332029,164,8
https://openalex.org/A5016719715,50,8
https://openalex.org/A5020427297,50,8
https://openalex.org/A5032346838,37,8
https://openalex.org/A5035693149,37,8
https://openalex.org/A5008116509,41,8
https://openalex.org/A5029023355,41,8
https://openalex.org/A5090272251,41,8
https://openalex.org/A5037337384,102,8
https://openalex.org/A5002291046,45,8
https://openalex.org/A5017609606,45,8
https://openalex.org/A5018618972,45,8
https://openalex.org/A5074589910,37,8
https://openalex.org/A5100601518,50,8
https://openalex.org/A5072223860,7,8
https://openalex.org/A5100744819,50,8
https://openalex.org/A5090295241,50,8
https://openalex.org/A5000296849,104,8
https://openalex.org/A5002177974,104,8
https://openalex.org/A5023058682,105,8
https://openalex.org/A5092023630,50,8
https://openalex.org/A5017884016,102,8
https://openalex.org/A5045659586,102,8
https://openalex.org/A5067298865,102,8
https://openalex.org/A5084742757,102,8
https://openalex.org/A5113871926,102,8
https://openalex.org/A5033643258,10,8
https://openalex.org/A5103568321,14,8
https://openalex.org/A5089999052,32,8
https://openalex.org/A5101774276,32,8
https://openalex.org/A5029696370,6,8
https://openalex.org/A5039196893,6,8
https://openalex.org/A5081664259,14,8
https://openalex.org/A5067447649,50,8
https://openalex.org/A5101707116,50,8
https://openalex.org/A5111960761,128,8
https://openalex.org/A5006418746,128,8
https://openalex.org/A5021083172,50,8
https://openalex.org/A5092002730,0,8
https://openalex.org/A5007360121,6,8
https://openalex.org/A5082980616,55,8
https://openalex.org/A5037569091,20,8
https://openalex.org/A5069735145,21,8
https://openalex.org/A5089465390,23,8
https://openalex.org/A5006365801,109,8
https://openalex.org/A5006136084,34,8
https://openalex.org/A5100434755,23,8
https://openalex.org/A5054175637,34,8
https://openalex.org/A5076394012,34,8
https://openalex.org/A5105472717,34,8
https://openalex.org/A5012183682,109,8
https://openalex.org/A5084214981,1,8
https://openalex.org/A5042087263,1,8
https://openalex.org/A5043058773,1,8
https://openalex.org/A5066472745,56,8
https://openalex.org/A5077159167,56,8
https://openalex.org/A5044277583,1,8
https://openalex.org/A5013703902,109,8
https://openalex.org/A5022952869,109,8
https://openalex.org/A5023888753,109,8
https://openalex.org/A5036189782,109,8
https://openalex.org/A5065458927,109,8
https://openalex.org/A5066153191,109,8
https://openalex.org/A5080800621,109,8
https://openalex.org/A5036694095,105,8
https://openalex.org/A5061108814,105,8
https://openalex.org/A5002182406,14,8
https://openalex.org/A5063196702,1,8
https://openalex.org/A5013980649,104,8
https://openalex.org/A5025905314,104,8
https://openalex.org/A5035758112,104,8
https://openalex.org/A5044872449,104,8
https://openalex.org/A5025922642,102,8
https://openalex.org/A5040160722,102,8
https://openalex.org/A5069147645,102,8
https://openalex.org/A5079540787,102,8
https://openalex.org/A5087071938,102,8
https://openalex.org/A5030951161,1,8
https://openalex.org/A5089593888,1,8
https://openalex.org/A5112569034,1,8
https://openalex.org/A5050122827,25,8
https://openalex.org/A5091612090,25,8
https://openalex.org/A5054048128,24,8
https://openalex.org/A5052098157,58,8
https://openalex.org/A5023799328,50,8
https://openalex.org/A5026098831,128,8
https://openalex.org/A5034013027,128,8
https://openalex.org/A5003064593,33,8
https://openalex.org/A5069011955,128,8
https://openalex.org/A5006832984,102,8
https://openalex.org/A5014828450,33,8
https://openalex.org/A5024455283,33,8
https://openalex.org/A5072119199,33,8
https://openalex.org/A5065515497,154,8
https://openalex.org/A5102154886,165,8
https://openalex.org/A5082132003,154,8
https://openalex.org/A5047099603,151,8
https://openalex.org/A5051031380,58,8
https://openalex.org/A5063557800,3,8
https://openalex.org/A5017486812,14,8
https://openalex.org/A5023667301,14,8
https://openalex.org/A5051490157,14,8
https://openalex.org/A5055430403,14,8
https://openalex.org/A5025002039,1,8
https://openalex.org/A5030125111,13,8
https://openalex.org/A5100776448,13,8
https://openalex.org/A5055401545,104,8
https://openalex.org/A5057857858,104,8
https://openalex.org/A5067623709,104,8
https://openalex.org/A5100371867,104,8
https://openalex.org/A5060617658,14,8
https://openalex.org/A5112484092,14,8
https://openalex.org/A5056583184,1,8
https://openalex.org/A5023758215,90,8
https://openalex.org/A5014405815,108,8
https://openalex.org/A5100414428,108,8
https://openalex.org/A5027224656,90,8
https://openalex.org/A5111614930,108,8
https://openalex.org/A5111734105,108,8
https://openalex.org/A5111734106,108,8
https://openalex.org/A5111734107,108,8
https://openalex.org/A5084331880,154,8
https://openalex.org/A5023203347,24,8
https://openalex.org/A5100608265,154,8
https://openalex.org/A5101059466,154,8
https://openalex.org/A5065306947,57,8
https://openalex.org/A5104273875,154,8
https://openalex.org/A5011552588,80,8
https://openalex.org/A5000170675,23,8
https://openalex.org/A5019932882,23,8
https://openalex.org/A5012927205,80,8
https://openalex.org/A5051900468,23,8
https://openalex.org/A5055332530,23,8
https://openalex.org/A5079091531,23,8
https://openalex.org/A5025370496,80,8
https://openalex.org/A5041494421,80,8
https://openalex.org/A5078908602,50,8
https://openalex.org/A5046378400,80,8
https://openalex.org/A5103282821,50,8
https://openalex.org/A5100738334,164,8
https://openalex.org/A5103275091,164,8
https://openalex.org/A5076141953,161,8
https://openalex.org/A5002207397,80,8
https://openalex.org/A5073644080,56,8
https://openalex.org/A5040787249,56,8
https://openalex.org/A5042306468,57,8
https://openalex.org/A5055326890,102,8
https://openalex.org/A5014527331,93,8
https://openalex.org/A5039095753,128,8
https://openalex.org/A5029539867,93,8
https://openalex.org/A5041892488,93,8
https://openalex.org/A5004637357,57,8
https://openalex.org/A5085842699,93,8
https://openalex.org/A5103107308,93,8
https://openalex.org/A5045294078,81,8
https://openalex.org/A5067776018,81,8
https://openalex.org/A5080280713,81,8
https://openalex.org/A5108166764,93,8
https://openalex.org/A5017407756,2,8
https://openalex.org/A5020061373,2,8
https://openalex.org/A5030855474,2,8
https://openalex.org/A5101587041,2,8
https://openalex.org/A5008111431,102,8
https://openalex.org/A5021949996,102,8
https://openalex.org/A5016894868,57,8
https://openalex.org/A5030179183,57,8
https://openalex.org/A5111734108,108,8
https://openalex.org/A5068959492,104,8
https://openalex.org/A5000382350,37,8
https://openalex.org/A5025401900,37,8
https://openalex.org/A5052503594,37,8
https://openalex.org/A5111964361,93,8
https://openalex.org/A5112092479,93,8
https://openalex.org/A5016693415,34,8
https://openalex.org/A5053053957,37,8
https://openalex.org/A5077561713,37,8
https://openalex.org/A5029549179,20,8
https://openalex.org/A5019202893,92,8
https://openalex.org/A5053479856,57,8
https://openalex.org/A5057897150,57,8
https://openalex.org/A5065164200,57,8
https://openalex.org/A5084976375,57,8
https://openalex.org/A5026634231,92,8
https://openalex.org/A5048245914,92,8
https://openalex.org/A5079458476,7,8
https://openalex.org/A5012466926,1,8
https://openalex.org/A5020788099,80,8
https://openalex.org/A5000852169,56,8
https://openalex.org/A5032428650,80,8
https://openalex.org/A5063206569,102,8
https://openalex.org/A5039724817,37,8
https://openalex.org/A5078374749,37,8
https://openalex.org/A5079588783,37,8
https://openalex.org/A5001336539,57,8
https://openalex.org/A5040972856,80,8
https://openalex.org/A5034456565,57,8
https://openalex.org/A5035450373,57,8
https://openalex.org/A5089082906,80,8
https://openalex.org/A5101398679,160,8
https://openalex.org/A5023583954,105,8
https://openalex.org/A5032422402,105,8
https://openalex.org/A5072750723,105,8
https://openalex.org/A5040316436,57,8
https://openalex.org/A5047766611,57,8
https://openalex.org/A5048296639,57,8
https://openalex.org/A5067172217,57,8
https://openalex.org/A5113985802,57,8
https://openalex.org/A5091458811,29,8
https://openalex.org/A5100608263,154,8
https://openalex.org/A5004745899,102,8
https://openalex.org/A5002337198,29,8
https://openalex.org/A5009737362,29,8
https://openalex.org/A5024527178,29,8
https://openalex.org/A5032556619,29,8
https://openalex.org/A5011389646,1,8
https://openalex.org/A5048625551,29,8
https://openalex.org/A5051771839,29,8
https://openalex.org/A5069359991,29,8
https://openalex.org/A5015797850,56,8
https://openalex.org/A5030702477,57,8
https://openalex.org/A5100428231,105,8
https://openalex.org/A5110501111,105,8
https://openalex.org/A5003906681,160,8
https://openalex.org/A5055596127,104,8
https://openalex.org/A5081791258,104,8
https://openalex.org/A5007929709,160,8
https://openalex.org/A5026418876,160,8
https://openalex.org/A5033113493,160,8
https://openalex.org/A5043122280,160,8
https://openalex.org/A5100329544,90,8
https://openalex.org/A5100734902,90,8
https://openalex.org/A5100775543,90,8
https://openalex.org/A5090523271,1,8
https://openalex.org/A5048709891,57,8
https://openalex.org/A5104291236,90,8
https://openalex.org/A5024298870,80,8
https://openalex.org/A5061396807,80,8
https://openalex.org/A5061981039,80,8
https://openalex.org/A5070147161,80,8
https://openalex.org/A5077105423,80,8
https://openalex.org/A5015682001,80,8
https://openalex.org/A5036101026,80,8
https://openalex.org/A5048206341,80,8
https://openalex.org/A5035219312,55,8
https://openalex.org/A5073135866,55,8
https://openalex.org/A5070380478,80,8
https://openalex.org/A5053977114,154,8
https://openalex.org/A5100335238,88,8
https://openalex.org/A5104096829,88,8
https://openalex.org/A5006442888,90,8
https://openalex.org/A5025156575,90,8
https://openalex.org/A5100399265,154,8
https://openalex.org/A5103887469,154,8
https://openalex.org/A5101738619,14,8
https://openalex.org/A5104274380,14,8
https://openalex.org/A5000304075,80,8
https://openalex.org/A5004775602,104,8
https://openalex.org/A5012553332,50,8
https://openalex.org/A5044501889,1,8
https://openalex.org/A5028772059,104,8
https://openalex.org/A5009847405,80,8
https://openalex.org/A5051039308,104,8
https://openalex.org/A5053759940,80,8
https://openalex.org/A5066765023,104,8
https://openalex.org/A5054333879,80,8
https://openalex.org/A5062107100,80,8
https://openalex.org/A5070359789,80,8
https://openalex.org/A5016154623,104,8
https://openalex.org/A5054185374,104,8
https://openalex.org/A5066579521,104,8
https://openalex.org/A5021886180,105,8
https://openalex.org/A5018739888,10,8
https://openalex.org/A5028389743,10,8
https://openalex.org/A5073242709,10,8
https://openalex.org/A5102137861,81,8
https://openalex.org/A5008314609,80,8
https://openalex.org/A5013099131,80,8
https://openalex.org/A5102360013,12,8
https://openalex.org/A5028217795,80,8
https://openalex.org/A5064779818,80,8
https://openalex.org/A5024429715,105,8
https://openalex.org/A5083044025,105,8
https://openalex.org/A5091499185,105,8
https://openalex.org/A5100360134,105,8
https://openalex.org/A5111485741,105,8
https://openalex.org/A5046547390,74,8
https://openalex.org/A5010637098,9,8
https://openalex.org/A5037755090,23,8
https://openalex.org/A5079749026,23,8
https://openalex.org/A5082046817,80,8
https://openalex.org/A5086196263,23,8
https://openalex.org/A5111941208,23,8
https://openalex.org/A5030970408,13,8
https://openalex.org/A5060775744,13,8
https://openalex.org/A5064283293,13,8
https://openalex.org/A5064213513,10,8
https://openalex.org/A5034827139,2,8
https://openalex.org/A5072930694,2,8
https://openalex.org/A5107892638,80,8
https://openalex.org/A5070510722,10,8
https://openalex.org/A5076417303,10,8
https://openalex.org/A5103198381,10,8
https://openalex.org/A5056241046,14,8
https://openalex.org/A5001528430,10,8
https://openalex.org/A5043592882,80,8
https://openalex.org/A5100928454,81,8
https://openalex.org/A5055643531,55,8
https://openalex.org/A5061615111,55,8
https://openalex.org/A5025866969,58,8
https://openalex.org/A5028278233,58,8
https://openalex.org/A5039243519,58,8
https://openalex.org/A5056694170,58,8
https://openalex.org/A5073343319,55,8
https://openalex.org/A5075742079,55,8
https://openalex.org/A5000626299,10,8
https://openalex.org/A5012064715,10,8
https://openalex.org/A5040147060,10,8
https://openalex.org/A5050650331,10,8
https://openalex.org/A5000716606,10,8
https://openalex.org/A5020130354,1,8
https://openalex.org/A5060058868,58,8
https://openalex.org/A5078899727,58,8
https://openalex.org/A5082219837,58,8
https://openalex.org/A5071988475,13,8
https://openalex.org/A5101901683,13,8
https://openalex.org/A5103064954,55,8
https://openalex.org/A5073663860,14,8
https://openalex.org/A5111435702,6,8
https://openalex.org/A5022573719,157,8
https://openalex.org/A5049472021,157,8
https://openalex.org/A5075232001,37,8
https://openalex.org/A5077498965,157,8
https://openalex.org/A5024468354,154,8
https://openalex.org/A5100403003,127,8
https://openalex.org/A5103992274,127,8
https://openalex.org/A5071798015,113,8
https://openalex.org/A5073741770,113,8
https://openalex.org/A5077821599,113,8
https://openalex.org/A5100698010,113,8
https://openalex.org/A5100745307,113,8
https://openalex.org/A5101751235,113,8
https://openalex.org/A5103789902,113,8
https://openalex.org/A5113586792,113,8
https://openalex.org/A5022830379,104,8
https://openalex.org/A5035847441,104,8
https://openalex.org/A5040694259,104,8
https://openalex.org/A5079646769,104,8
https://openalex.org/A5110008858,104,8
https://openalex.org/A5024897978,154,8
https://openalex.org/A5032339855,154,8
https://openalex.org/A5062260067,154,8
https://openalex.org/A5081013208,154,8
https://openalex.org/A5101477343,154,8
https://openalex.org/A5101713272,154,8
https://openalex.org/A5069564629,1,8
https://openalex.org/A5006774952,91,8
https://openalex.org/A5022572762,55,8
https://openalex.org/A5024148760,55,8
https://openalex.org/A5027832603,55,8
https://openalex.org/A5053338624,55,8
https://openalex.org/A5088698784,56,8
https://openalex.org/A5080265907,20,8
https://openalex.org/A5000318748,24,8
https://openalex.org/A5018819260,24,8
https://openalex.org/A5046968876,24,8
https://openalex.org/A5056125632,24,8
https://openalex.org/A5064321663,24,8
https://openalex.org/A5101868875,24,8
https://openalex.org/A5102920849,24,8
https://openalex.org/A5006700143,67,8
https://openalex.org/A5063445465,67,8
https://openalex.org/A5049299641,106,8
https://openalex.org/A5100406674,106,8
https://openalex.org/A5054951810,55,8
https://openalex.org/A5037482372,91,8
https://openalex.org/A5018844085,104,8
https://openalex.org/A5077743516,1,8
https://openalex.org/A5022067453,104,8
https://openalex.org/A5045325872,104,8
https://openalex.org/A5049401142,104,8
https://openalex.org/A5072298322,104,8
https://openalex.org/A5052276107,91,8
https://openalex.org/A5090969576,50,8
https://openalex.org/A5083544656,91,8
https://openalex.org/A5023636277,12,8
https://openalex.org/A5012486157,12,8
https://openalex.org/A5113532755,91,8
https://openalex.org/A5108108634,23,8
https://openalex.org/A5031973840,90,8
https://openalex.org/A5064553173,90,8
https://openalex.org/A5068255744,90,8
https://openalex.org/A5100331904,90,8
https://openalex.org/A5002500437,165,8
https://openalex.org/A5000286698,55,8
https://openalex.org/A5004278876,55,8
https://openalex.org/A5008356253,55,8
https://openalex.org/A5018762845,55,8
https://openalex.org/A5018768772,55,8
https://openalex.org/A5100354326,90,8
https://openalex.org/A5100827109,90,8
https://openalex.org/A5101984452,90,8
https://openalex.org/A5115053662,90,8
https://openalex.org/A5027693284,43,8
https://openalex.org/A5091661935,1,8
